Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Latest Year,"CO2 emissions, latest year
1000 t",% change since 1990
368,Iraq,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,60379,1997,60379,0
372,Ireland,32944.33,33674.01,33494.93,33716.18,34838.15,35852.67,37469.15,38805.24,40708.85,42440.08,45249,47607.42,46081.98,45683.97,46166.93,48155.54,47603.94,47665.13,47366.25,42179.54,41747.93,38052.22,38209.59,37235.3,36785.33,38545.33,40029.84,38910.19,38803.39,38803.39,2018,38803.39,17.78
376,Israel,52232.3,52232.3,52232.3,52232.3,52232.3,52232.3,52232.3,52232.3,52232.3,52232.3,61067.82,61067.82,61067.82,62513.59,62438.66,62711.88,63741.57,66567.6,66048.15,63225.75,65088.77,67138.41,72410.99,66290.47,64285.91,66100.38,65191.77,65055.35,64804.64,64804.64,2018,64804.64,24.07
380,Italy,438008.8,437538.6,437829.8,430179.96,424581.72,448332.91,442277.41,448044.94,460049.2,464548.48,468442.09,468642.86,476251.24,494183.29,499619.39,500005.68,495124.2,487693.31,476229.97,422624.19,433688.02,422039.48,401554.71,367568.71,347860.8,360088.18,356556.2,351473.93,348085.03,348085.03,2018,348085.03,-20.53
388,Jamaica,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,8561.19,11204.47,9854.93,10655.98,7916.63,7283.62,7283.62,7383.89,7383.89,7383.89,7383.89,7383.89,7383.89,7383.89,7383.89,2012,7383.89,-13.75
392,Japan,1158391.31,1170065.73,1179740.1,1172647.31,1227566.84,1239928.16,1251867.57,1245112.03,1205416.32,1242015.31,1264844.26,1250211.05,1279452.96,1287642.18,1282872.08,1290056.28,1266828.61,1302524.28,1231909.52,1162647.87,1214068.56,1264155.13,1305432.85,1314703,1263049.94,1222781.31,1203167.02,1187661.45,1135688,1135688,2018,1135688,-1.96
400,Jordan,13389.43,13389.43,13389.43,13389.43,13389.43,13389.43,13389.43,13389.43,13389.43,13389.43,16308.31,16308.31,16308.31,16308.31,16308.31,16308.31,23136,23136,23136,23136,23136,23136,23136,23136,23136,23136,23136,23136,23136,23136,2006,23136,72.79
398,Kazakhstan,281213.95,271741.01,246741.37,219390.01,185835.33,178207.46,163543.77,155572.21,150541.2,124952.45,148756.16,142923.9,160804.18,178774.59,188475.9,202326.2,221649.32,227961.08,229096.3,224145.63,250896.96,240651.23,246750.44,254547.45,278775.59,288578.12,288421.37,307926.54,319647.41,319647.41,2018,319647.41,13.67
404,Kenya,5511.96,5511.96,5511.96,5511.96,5511.96,7056.88,7056.88,7056.88,7056.88,7056.88,7927.57,7927.57,7927.57,7927.57,7927.57,9281.16,9281.16,9281.16,9281.16,9281.16,13888.3,13888.3,13888.3,13888.3,13888.3,13888.3,13888.3,13888.3,13888.3,13888.3,2010,13888.3,151.97
296,Kiribati,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,29.66,31.23,62.78,67.72,63.78,63.78,63.78,63.78,63.78,63.78,63.78,63.78,63.78,63.78,63.78,63.78,2008,63.78,243.64
414,Kuwait,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,29524,83921.36,83921.36,83921.36,83921.36,83921.36,83921.36,83921.36,83921.36,2016,83921.36,184.25
417,Kyrgyzstan,20531.57,17598.99,14601.29,11719.26,8668.83,5556.76,5738.89,6543,5519.55,5052.22,4957.14,4728.8,4944.52,5094.63,5319.37,5392.16,5527.55,6504.54,7357.65,6934.51,6363.38,6363.38,6363.38,6363.38,6363.38,6363.38,6363.38,6363.38,6363.38,6363.38,2010,6363.38,-69.01
418,Lao People's Democratic Republic,414.91,414.91,414.91,414.91,414.91,414.91,414.91,414.91,414.91,414.91,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,1052.19,2000,1052.19,153.59
428,Latvia,19504.13,17783.12,14079.83,11818.64,10296.75,9090.31,9170.27,8645.95,8280.69,7695.97,7064.72,7474.39,7502.61,7722.59,7727.76,7806.68,8305.73,8631.99,8192.82,7451.92,8548.88,7805.4,7515.21,7381.99,7182.63,7272.71,7220.75,7222.78,7859.29,7859.29,2018,7859.29,-59.7
422,Lebanon,13602.76,13602.76,13602.76,13602.76,13602.76,13602.76,13602.76,13602.76,13602.76,13602.76,15570.13,15570.13,15570.13,15570.13,15570.13,15570.13,15570.13,15570.13,15570.13,15570.13,15570.13,20656.42,22294.28,23096.54,23096.54,23096.54,23096.54,23096.54,23096.54,23096.54,2013,23096.54,69.79
426,Lesotho,635.98,635.98,635.98,635.98,635.98,635.98,635.98,635.98,635.98,635.98,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,805.03,2000,805.03,26.58
430,Liberia,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,3571,2000,3571,0
438,Liechtenstein,198.97,206.33,206.95,215.03,201.11,204.2,205.96,218.37,229.23,226.56,216.85,214.66,220.01,229.35,229.38,228.97,231.1,200.77,219.51,205.35,190.81,176.78,185.31,192.54,161.24,159.71,149.88,156.28,143.75,143.75,2018,143.75,-27.75
440,Lithuania,35771.82,37851.59,21200.58,16348.05,15788.27,15084.48,15757.63,15182.21,16039.7,13476.96,11873.92,12621.37,12690.01,12679.87,13272.34,14091.08,14408.01,15797.79,15179.16,13022.77,13926.74,14271.08,14330.83,13340.27,13087.47,13297.14,13327.51,13545.85,13669.49,13669.49,2018,13669.49,-61.79
442,Luxembourg,11847.64,12465.79,12232.16,12372.81,11563.93,9170.3,9219.91,8573.11,7695.07,8147.98,8731.57,9226.37,10003.05,10476.02,11844.31,12105.45,11936.28,11333.58,11195.25,10647.82,11219.29,11114.55,10851.4,10303.87,9825.22,9333.17,9080.25,9250.4,9568.52,9568.52,2018,9568.52,-19.24
450,Madagascar,1146.17,1146.17,1146.17,1146.17,1146.17,1146.17,1146.17,1146.17,1146.17,1146.17,1747.4,1747.4,1747.4,1747.4,1747.4,1919.1,1999.3,2098.7,2250.3,2076.4,2057.9,2057.9,2057.9,2057.9,2057.9,2057.9,2057.9,2057.9,2057.9,2057.9,2010,2057.9,79.55
454,Malawi,669.25,669.25,669.25,669.25,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,719.26,1994,719.26,7.47
458,Malaysia,52140.59,62312.48,67718.14,73579.68,82935.43,83210.92,97941.99,113400.44,103147.98,113773.33,136987.07,146115.82,152580.96,165746.22,179143.38,192573.72,192109.54,205552.49,209530.04,201065.19,217972.69,205768.03,205768.03,205768.03,205768.03,205768.03,205768.03,205768.03,205768.03,205768.03,2011,205768.03,294.64
462,Maldives,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1236.97,1305.99,1400.01,1453.55,1476.89,1476.89,1476.89,1476.89,1476.89,2015,1476.89,1044.88
466,Mali,954.61,954.61,954.61,954.61,954.61,954.61,954.61,954.61,954.61,954.61,1562.89,1562.89,1562.89,1562.89,1562.89,1562.89,1562.89,1562.89,1562.89,1562.89,2743.67,2743.67,2743.67,2743.67,2743.67,2743.67,2743.67,2743.67,2743.67,2743.67,2010,2743.67,187.41
470,Malta,2408.46,2255.39,2314.9,2891.13,2669.72,2460.27,2578.45,2586.19,2545.13,2627.59,2545.52,2665.17,2707.48,2979.28,2846.41,2654.26,2665.94,2735.72,2747.13,2532.57,2581.76,2578.07,2762.07,2437.84,2442.4,1735.3,1399.49,1553,1531.58,1531.58,2018,1531.58,-36.41
584,Marshall Islands,80.92,80.92,80.92,80.92,80.92,80.92,80.92,80.92,80.92,80.92,80.92,80.92,80.92,80.92,80.92,97.66,97.66,97.66,97.66,97.66,124.94,124.94,124.94,124.94,124.94,124.94,124.94,124.94,124.94,124.94,2010,124.94,54.4
478,Mauritania,1046.67,1046.67,1046.67,1046.67,1046.67,1046.67,1046.67,1046.67,1046.67,1046.67,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,1137.07,2000,1137.07,8.64
480,Mauritius,2739.8,2739.8,2739.8,2739.8,2739.8,2739.8,2739.8,2739.8,2739.8,2739.8,2289.81,2476.96,2494.53,2661.33,2659.52,2820.25,3482.62,3482.62,3482.62,3482.62,3482.62,3482.62,3482.62,4250.19,4250.19,4250.19,4250.19,4250.19,4250.19,4250.19,2013,4250.19,55.13
484,Mexico,307419.22,318877.87,321246.52,321858.04,346246.67,333784.06,348140.71,365145.08,386249.84,377722.1,407271.27,400547.89,395768.56,403331.35,432780.07,438673.96,454055.33,473765.52,494159.95,475352.59,489865.36,502147.36,504782.35,468240.1,468240.1,468240.1,468240.1,468240.1,468240.1,468240.1,2013,468240.1,52.31
583,Micronesia (Federated States of),235.97,235.97,235.97,235.97,235.97,235.97,235.97,235.97,235.97,235.97,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,151.99,2000,151.99,-35.59
492,Monaco,98.23,98.91,104.51,103.6,104.41,101.2,104.71,103.19,102.07,102.77,100.31,100.01,99.74,97.05,91.88,90.31,84.01,82.77,82.35,79.16,77.69,75.01,78.05,78.81,73.89,74.36,74.66,73.05,74.76,74.76,2018,74.76,-23.89
496,Mongolia,13650,12141,10529,9913.2,8665,8141,8978.7,9310.8,9061.1,9061.1,9061.1,9061.1,9061.1,9061.1,9061.1,9061.1,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,9956.25,2006,9956.25,-27.06
499,Montenegro,2491.41,2585.54,2143.69,1691.1,1328.8,504.31,2028.9,1920.68,2335.61,2397.97,2520.74,2140.19,2616.95,2508.47,2510.68,2347.24,2542.47,2483.42,3019.8,2057.47,2836.85,2685.7,2685.7,2685.7,2685.7,2685.7,2685.7,2685.7,2685.7,2685.7,2011,2685.7,7.8
504,Morocco,28364,28364,28364,28364,28364,28364,28364,28364,28364,28364,33550.8,33550.8,33550.8,33550.8,33550.8,33550.8,33550.8,33550.8,33550.8,33550.8,55823.9,55823.9,62103.4,62103.4,62103.4,62103.4,62103.4,62103.4,62103.4,62103.4,2012,62103.4,118.95
508,Mozambique,1083.12,1083.12,1083.12,1083.12,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1585.59,1994,1585.59,46.39
104,Myanmar,7907.24,7907.24,7907.24,7907.24,7907.24,7907.24,7907.24,7907.24,7907.24,7907.24,7907.24,7516.74,7789.82,8406.63,8935.41,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,8264.59,2005,8264.59,4.52
516,Namibia,1826.63,1826.63,1826.63,1826.63,1826.63,1826.63,1826.63,1826.63,1826.63,1826.63,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2000,2018,10.48
520,Nauru,28.32,28.32,28.32,28.32,28.32,28.32,28.32,28.32,28.32,28.32,13.29,13.29,13.29,35.08,35.08,35.08,35.08,17.24,17.24,17.24,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58,2010,37.58,32.7
524,Nepal,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2894.24,2000,2894.24,77.56
528,Netherlands,162385.11,170796.38,170630.24,170817.55,171401.37,172966.17,182148.29,175019.63,176136.87,170727.35,171887.44,176798.51,176113.05,179565,181381.77,177459.01,172686.52,172587.18,175481.51,170167.74,182117.94,169065.73,165827.03,165717.88,158768.01,166366.66,166282.09,164444.77,160170.15,160170.15,2018,160170.15,-1.36
554,New Zealand,25446.29,26110.38,28105.07,27699.46,27880.33,28001.81,29295.08,31289.34,29882.78,31472.27,32281.35,34457.44,34638.1,36351.9,35940.11,37571.04,37466.33,36559.88,37592.32,34762.43,34957.78,34249.57,36000.43,35240.94,35457.8,35839.19,34267.62,36153.33,35080.34,35080.34,2018,35080.34,37.86
558,Nicaragua,2728.38,2728.38,2728.38,2728.38,2728.38,2728.38,2728.38,2728.38,2728.38,2728.38,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,3840.19,2000,3840.19,40.75
562,Niger,598.47,598.47,598.47,598.47,598.47,598.47,598.47,598.47,598.47,598.47,1905,1905,1905,1905,1905,1905,1905,1905,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,2008,1800,200.77
566,Nigeria,114815.82,114815.82,114815.82,114815.82,114815.82,114815.82,114815.82,114815.82,114815.82,114815.82,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,116825,2000,116825,1.75
570,Niue,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.82,4.82,4.82,4.82,4.82,5.54,6.7,8.1,4.84,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,2009,5.05,14.77
807,North Macedonia,10287.59,9576.21,8935.91,9359.09,9041.89,9207.93,8891.52,9632.4,10338.45,9964.61,9571.65,9667.51,10027.43,9368.53,9114.57,9908.92,8977.05,9495.79,9565.18,8929.47,8929.47,8929.47,8929.47,8929.47,8929.47,8929.47,8929.47,8929.47,8929.47,8929.47,2009,8929.47,-13.2
578,Norway,35321.33,33816.46,34734.75,36224.2,38088.99,38707.5,41830.31,41969.98,42220.23,42974.02,42518.55,43866.41,42985.66,44305.68,44622.58,43923.16,44484.78,46231.29,45377.7,43890.03,46231.65,45513.36,45038.31,44982.4,44916.61,45350.5,44472.73,43562.54,43817.66,43817.66,2018,43817.66,24.05
512,Oman,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,11184.36,1994,11184.36,0
585,Palau,85.59,85.59,85.59,85.59,85.59,149.99,149.99,149.99,149.99,149.99,149.99,149.99,149.99,149.99,149.99,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,331.84,2005,331.84,287.71
591,Panama,4314.91,4314.91,4314.91,4314.91,4314.91,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,5171.99,2000,5171.99,19.86
598,Papua New Guinea,1140.57,1140.57,1140.57,1140.57,1140.57,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,4400.45,2000,4400.45,285.81
600,Paraguay,2270.22,2270.22,2270.22,2270.22,3810.57,3810.57,3810.57,3810.57,3810.57,3810.57,3646.85,3646.85,3646.85,3646.85,3646.85,4148.82,4148.82,4148.82,4148.82,4148.82,4148.82,5380.22,5664.54,5664.54,5664.54,5664.54,5664.54,5664.54,5664.54,5664.54,2012,5664.54,149.52
604,Peru,30656.73,30656.73,30656.73,30656.73,30656.73,32065,32065,32065,32065,32065,32065,32065,32065,32065,32065,32065,32065,32065,32065,32065,44943.83,44943.83,48210,48210,48210,48210,48210,48210,48210,48210,2012,48210,57.26
608,Philippines,57932,57932,57932,57932,57932,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,82702.84,2000,82702.84,42.76
616,Poland,376546.52,373793.32,364677.87,365370.7,360416.81,362761.27,377407.84,367385.32,339132.89,329167.33,317338.03,313647.66,306403.33,319406.05,324146.21,323161.27,337037.51,336368.5,330145,316607.7,334606.78,333952.03,326348.21,322225.44,309920.92,313099.15,324011.34,337340.42,337705.74,337705.74,2018,337705.74,-10.32
620,Portugal,45082.97,46960.26,50889.17,49391.9,50246.45,54450.77,51703.22,54597.59,59138.43,66763.19,65526.59,65149.3,69556.08,64419.31,67255.33,69483.98,64767.65,62280.42,59973.06,57200.26,52989.38,51792.65,49962.62,48161.88,47948.44,52294.06,50455.57,54719.98,51482.48,51482.48,2018,51482.48,14.19
634,Qatar,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,57611.96,2007,57611.96,0
410,Republic of Korea,252328.67,275230.29,299001.71,334403.67,356378.12,385188.31,417749.86,443604.94,377357.37,409614.21,441633.44,456996.88,475805.24,484163.27,490197.51,494464.19,501107.18,522787.61,536424.71,541396.88,594697.22,624256.53,627219.62,636397.56,629715.21,634487.23,637599.56,637599.56,637599.56,637599.56,2016,637599.56,152.69
498,Republic of Moldova,35333.69,31049.99,21804.86,16569.55,14997.96,11552.74,11655.59,10688.54,9063.02,7154.44,6388.39,6991.99,6667.91,7439.19,7912.17,8310.32,7651.92,8028.34,8727.81,9030.4,9552.3,9687.15,9354.19,8325.47,8325.47,8325.47,8325.47,8325.47,8325.47,8325.47,2013,8325.47,-76.44
642,Romania,169285.87,139370.25,131072.28,122832.31,121961.46,127032.86,130095.93,121074.67,107561.54,90778.18,95455.76,100357.07,101735.33,105295.17,104269.76,102694.47,105082.79,108440.49,105534.58,86024.14,84289.72,89518.25,86255.69,76875.89,77432.42,77725.63,75812.8,78077.49,76951.22,76951.22,2018,76951.22,-54.54
643,Russian Federation,2525293.78,2395977.96,1957658.89,1859459.63,1641399.16,1612928.32,1580160.84,1475157.17,1458157.13,1486090.03,1471052.23,1507500.88,1495483.58,1525389.95,1530473.62,1547375.78,1606313.36,1604323.81,1636694.37,1528764.92,1612884.81,1664953.15,1679866.2,1619172.89,1622348.91,1622861.01,1618304.26,1646179.81,1691360.43,1691360.43,2018,1691360.43,-33.02
646,Rwanda,312.47,312.47,312.47,312.47,312.47,312.47,312.47,312.47,312.47,312.47,312.47,312.47,312.47,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,2005,532,70.26
659,Saint Kitts and Nevis,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,70.83,1994,70.83,0
662,Saint Lucia,268.24,268.24,268.24,268.24,268.24,340.19,340.19,340.19,340.19,340.19,340.19,395.28,395.28,395.28,395.28,395.28,395.28,395.28,395.28,395.28,489.43,489.43,489.43,489.43,489.43,489.43,489.43,489.43,489.43,489.43,2010,489.43,82.46
670,Saint Vincent and the Grenadines,81.51,81.51,81.51,81.51,95.07,95.07,95.07,106.83,106.83,106.83,155.15,155.15,155.15,155.15,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,217.41,2004,217.41,166.73
882,Samoa,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,102.2,1994,102.2,0
674,San Marino,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,232.19,262.74,262.74,262.74,262.74,262.74,262.74,262.74,262.74,262.74,262.74,2010,262.74,13.16
678,Sao Tome and Principe,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,109.75,2012,109.75,0
682,Saudi Arabia,138265.5,138265.5,138265.5,138265.5,138265.5,138265.5,138265.5,138265.5,138265.5,138265.5,256720,256720,256720,256720,256720,256720,256720,256720,256720,256720,471246.3,471246.3,498852.8,498852.8,498852.8,498852.8,498852.8,498852.8,498852.8,498852.8,2012,498852.8,260.79
686,Senegal,6788.93,6788.93,6788.93,6788.93,6788.93,6788.93,6788.93,6788.93,6788.93,6788.93,6788.93,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,5078.38,2005,5078.38,-25.2
688,Serbia,62969.97,62969.97,62969.97,62969.97,62969.97,62969.97,62969.97,62969.97,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,50604.6,1998,50604.6,-19.64
690,Seychelles,178.73,178.73,178.73,178.73,178.73,178.73,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,260.61,2000,260.61,45.81
694,Sierra Leone,319.03,319.03,319.03,319.03,319.03,319.03,319.03,158.33,367.67,262.55,581.63,57.64,67.06,74.6,76.63,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,87.19,2005,87.19,-72.67
702,Singapore,26800.18,26800.18,26800.18,26800.18,26800.18,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,37755.81,45202.88,45202.88,46777.4,46777.4,46777.4,46777.4,46777.4,46777.4,46777.4,46777.4,2012,46777.4,74.54
703,Slovakia,61633.46,53437.9,49029.14,46484.22,43878.72,44322.41,44186.12,44313.68,44073.14,43200.61,41289.13,43378.3,42112.41,42438.08,42924.75,42910.85,42687.29,41095.11,41503.17,37755.07,38523.22,38111.95,36021.18,35577.84,33654.5,34484.24,34921.79,36087.34,36087.84,36087.84,2018,36087.84,-41.45
705,Slovenia,15093.84,14001.24,14006.75,14303.47,14642.67,15254.25,15916.61,16244.92,15961.13,15337.24,15444.9,16378.34,16525.27,16289.03,16651.03,16948.12,17142.53,17281,18220.01,16329.78,16376.44,16360.3,15821.76,15188.91,13531.94,13617.54,14416.66,14264.75,14487.84,14487.84,2018,14487.84,-4.01
90,Solomon Islands,294.38,294.38,294.38,294.38,294.38,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,191.24,2000,191.24,-35.04
710,South Africa,280931.77,280931.77,280931.77,280931.77,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,315957.23,1994,315957.23,12.47
728,South Sudan,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1027.94,1603.56,1776.04,1828.72,1828.72,1828.72,1828.72,1828.72,2015,1828.72,77.9
724,Spain,231213.56,240953.02,249813.19,241195.18,253661.39,267416.72,254795.33,267306.44,276021.58,299498.67,311267.05,313119.84,333379.52,337588.93,354485.58,369492.12,360578.6,368432.7,336624.21,297241.18,283724.99,284543.85,278850.69,252763.82,255100.21,271687.35,260759.56,274671.26,269654.25,269654.25,2018,269654.25,16.63
144,Sri Lanka,4779,4779,4779,4779,5748.22,5644,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,10922.42,2000,10922.42,128.55
275,State of Palestine,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,1935.59,2011,1935.59,0
729,Sudan,4500,4500,4500,4500,4500,4500,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,6183,2000,6183,37.4
740,Suriname,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2469,2003,2469,0
752,Sweden,57348.82,57707.22,57451.49,57493.45,59953.81,59366.21,63302.78,58212.55,58696.67,55820.16,54684.43,55617.06,56572.52,57160.57,56475.92,53852.86,53674.27,52940.9,50856,47231.12,53042.22,49166.9,46692.01,45086.34,43337.56,43336.76,42972.57,42306.82,41766.18,41766.18,2018,41766.18,-27.17
756,Switzerland,44154.42,46133.82,46009.7,43601.02,42675.89,43412.83,44098.82,43037.27,44614.82,44445.84,43617.59,45082.45,43467.6,44651.91,45236.4,45788.23,45373.68,43368.37,44714.31,43534.72,45049.55,40985.52,42254.72,43185.84,39234.43,38733.19,39192.61,38182.27,36895.48,36895.48,2018,36895.48,-16.44
762,Tajikistan,17695,17134,14073,11826,6694,4668,3206,3326,2500,2622,2538,2768,2593,2768,3298,2645,3474,2541,2518,2011,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,2010,1908,-89.22
764,Thailand,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,141453.2,242022.61,242022.61,242022.61,242022.61,242022.61,242022.61,242022.61,2013,242022.61,71.1
